PLAYER	POS	TEAM	GP	MPG	FG%	FGM	FGA	zFG%	FT%	FTM	FTA	zFT%	3PM	z3PM	PTS	zPTS	REB	zREB	AST	zAST	STL	zSTL	BLK	zBLK	TO	zTO	TOTAL
115	Bojan Bogdanovic	SF,PF	DET	8	31.7	0.420	6.3	14.9	-0.99	0.901	5.6	6.3	2.18	1.8	0.33	19.9	0.94	3.9	-0.29	3.4	0.52	0.8	0.18	0.1	-0.61	2.5	-1.24	1.03
116	Quentin Grimes	SG,SF	NYK	7	36.9	0.415	4.9	11.7	-0.86	0.763	2.3	3.0	-0.14	2.9	1.38	14.9	0.31	3.6	-0.39	2.7	0.19	1.0	0.55	0.7	0.61	1.9	-0.62	1.02
117	Markelle Fultz	PG,SG	ORL	7	28.2	0.432	5.0	11.6	-0.59	0.579	1.6	2.7	-1.57	0.6	-0.79	12.1	-0.05	5.1	0.14	6.1	1.79	2.0	2.38	0.3	-0.20	1.4	-0.10	1.01
118	Alec Burks	PG,SG,SF	DET	8	22.6	0.501	4.4	8.8	0.33	0.768	2.9	3.8	-0.13	2.6	1.16	14.3	0.23	3.0	-0.61	2.5	0.09	0.8	0.18	0.3	-0.20	1.4	-0.10	0.95
119	Drew Eubanks	PF,C	POR	5	24.4	0.750	3.0	4.0	1.44	0.400	0.4	1.0	-1.10	0.2	-1.14	6.6	-0.75	5.8	0.39	1.8	-0.23	0.8	0.18	1.2	1.64	0.8	0.52	0.95
120	Jalen McDaniels	SF,PF	CHA	8	23.1	0.476	3.6	7.6	0.04	0.875	1.8	2.0	0.55	1.5	0.09	10.5	-0.26	4.5	-0.07	1.8	-0.23	0.8	0.18	0.5	0.20	1.0	0.31	0.82
121	Aleksej Pokuševski	SF,PF,C	OKL	4	19.2	0.464	3.3	7.0	-0.07	0.667	1.0	1.5	-0.49	1.0	-0.38	8.5	-0.51	4.0	-0.25	2.0	-0.14	1.5	1.47	0.8	0.82	1.0	0.31	0.75
122	Ivica Zubac	C	LAC	6	30.9	0.659	4.2	6.3	1.54	0.714	2.5	3.5	-0.66	0.0	-1.33	10.8	-0.22	11.5	2.44	0.8	-0.70	0.3	-0.73	0.8	0.82	1.7	-0.41	0.74
123	Jeremy Sochan	PF	SAS	7	28.8	0.493	5.6	11.3	0.32	0.702	2.7	3.9	-0.87	0.7	-0.65	14.6	0.27	7.1	0.86	3.1	0.38	0.6	-0.18	0.9	1.02	1.7	-0.41	0.73
124	John Collins	PF,C	ATL	6	26.1	0.532	5.5	10.3	0.82	0.613	1.3	2.2	-1.05	0.7	-0.69	13.0	0.06	8.8	1.47	1.2	-0.52	0.3	-0.73	0.8	0.82	0.8	0.52	0.70
125	Jordan Clarkson	PG,SG	UTA	7	32.9	0.473	7.6	16.0	0.05	0.771	5.3	6.9	-0.18	2.6	1.11	23.0	1.34	4.4	-0.11	3.9	0.75	0.7	0.00	0.0	-0.82	2.7	-1.45	0.70
126	Jalen Duren	PF,C	DET	8	29.0	0.696	4.0	5.8	1.67	0.667	1.0	1.5	-0.49	0.0	-1.33	9.0	-0.45	9.9	1.87	2.0	-0.14	0.5	-0.37	0.4	0.00	1.4	-0.10	0.66
127	Mikal Bridges	SG,SF	PHX	7	34.4	0.423	4.7	11.1	-0.70	0.863	2.7	3.1	0.75	1.6	0.16	13.7	0.15	2.3	-0.86	3.0	0.33	0.6	-0.18	1.3	1.84	2.1	-0.83	0.66
128	Rudy Gobert	C	MIN	5	32.3	0.800	4.8	6.0	2.56	0.471	1.6	3.4	-3.04	0.0	-1.33	11.2	-0.17	10.6	2.12	0.8	-0.70	0.4	-0.55	1.6	2.46	2.0	-0.72	0.63
129	Lonnie Walker IV	SG,SF	LAL	7	29.0	0.389	4.0	10.3	-1.11	0.948	2.6	2.7	1.32	2.3	0.84	12.9	0.05	2.6	-0.75	1.1	-0.56	0.9	0.37	0.3	-0.20	0.7	0.62	0.57
130	Isaac Okoro	SG,SF	CLE	6	21.4	0.576	3.2	5.5	0.74	0.833	2.5	3.0	0.46	0.8	-0.54	9.7	-0.36	3.0	-0.61	2.0	-0.14	0.5	-0.37	0.5	0.20	0.2	1.14	0.53
131	Jabari Smith	PF,C	HOU	7	28.4	0.414	5.1	12.4	-0.93	0.826	0.7	0.9	0.11	1.6	0.16	12.6	0.01	6.6	0.68	1.4	-0.42	0.7	0.00	1.0	1.23	1.7	-0.41	0.43
132	AJ Griffin	SG,SF	ATL	6	23.9	0.482	4.5	9.3	0.13	1.000	0.3	0.3	0.21	1.8	0.41	11.2	-0.17	3.3	-0.50	1.5	-0.38	1.2	0.92	0.0	-0.82	0.7	0.62	0.42
133	Ty Jerome	PG,SG	GSW	7	23.0	0.518	4.1	8.0	0.48	0.918	1.6	1.7	0.68	1.4	0.03	11.3	-0.15	2.7	-0.72	3.6	0.61	0.6	-0.18	0.1	-0.61	1.1	0.21	0.33
134	Dorian Finney-Smith	SF,PF	DAL	1	27.9	0.500	3.0	6.0	0.21	0.500	1.0	2.0	-1.62	2.0	0.57	9.0	-0.45	5.0	0.11	1.0	-0.61	1.0	0.55	1.0	1.23	1.0	0.31	0.31
135	Jaxson Hayes	PF,C	NOP	6	21.3	0.786	3.7	4.7	1.90	0.751	2.5	3.3	-0.28	0.3	-1.01	10.2	-0.29	4.3	-0.14	1.3	-0.47	0.3	-0.73	0.8	0.82	0.8	0.52	0.30
136	Mike Muscala	C	OKL	6	18.3	0.400	2.3	5.8	-0.55	0.898	1.5	1.7	0.57	2.0	0.57	8.2	-0.55	3.0	-0.61	1.2	-0.52	0.5	-0.37	0.7	0.61	0.2	1.14	0.29
137	Evan Mobley	PF,C	CLE	5	31.4	0.537	4.4	8.2	0.69	0.769	2.0	2.6	-0.08	0.0	-1.33	10.8	-0.22	6.4	0.61	3.2	0.42	0.8	0.18	0.8	0.82	2.2	-0.93	0.17
138	T.J. Warren	SF,PF	BRO	6	22.9	0.509	4.3	8.5	0.42	0.880	1.2	1.3	0.38	1.0	-0.38	10.8	-0.22	4.8	0.04	1.8	-0.23	0.7	0.00	0.3	-0.20	1.0	0.31	0.11
139	Steven Adams	C	MEM	6	26.4	0.553	3.5	6.3	0.66	0.288	0.7	2.3	-3.31	0.0	-1.33	7.7	-0.61	13.8	3.27	2.0	-0.14	0.8	0.18	0.8	0.82	0.8	0.52	0.06
140	Tim Hardaway Jr	SG,SF	DAL	6	36.6	0.388	5.5	14.2	-1.53	0.767	2.2	2.8	-0.11	3.0	1.51	16.2	0.47	4.7	0.00	1.5	-0.38	0.5	-0.37	0.2	-0.41	0.5	0.83	0.02
141	Collin Sexton	PG,SG	UTA	5	21.9	0.457	4.2	9.2	-0.18	0.941	3.2	3.4	1.58	1.4	0.00	13.0	0.06	1.4	-1.18	2.4	0.05	0.8	0.18	0.0	-0.82	1.0	0.31	0.00
142	Killian Hayes	PG,SG	DET	6	29.4	0.388	4.3	11.2	-1.22	0.887	1.3	1.5	0.46	1.0	-0.38	11.0	-0.19	3.8	-0.32	5.8	1.64	1.2	0.92	0.2	-0.41	1.8	-0.52	-0.01
143	Mike Conley	PG	UTA	7	29.7	0.366	3.3	9.0	-1.24	0.844	1.6	1.9	0.34	1.9	0.44	10.0	-0.32	2.6	-0.75	7.7	2.54	1.1	0.73	0.1	-0.61	2.4	-1.14	-0.02
144	Reggie Jackson	PG,SG	LAC	6	25.7	0.541	4.3	8.0	0.72	1.000	1.2	1.2	0.74	1.7	0.26	11.5	-0.13	2.3	-0.86	2.7	0.19	0.5	-0.37	0.2	-0.41	1.5	-0.21	-0.06
145	Norman Powell	SG,SF	LAC	6	23.6	0.549	5.7	10.3	1.04	0.750	4.0	5.3	-0.45	1.5	0.09	16.8	0.55	2.7	-0.72	2.3	0.00	0.5	-0.37	0.8	0.82	2.3	-1.03	-0.07
146	Caris LeVert	SG,SF	CLE	6	29.3	0.460	4.8	10.5	-0.16	0.717	1.7	2.3	-0.43	1.5	0.09	12.8	0.04	3.3	-0.50	1.7	-0.28	1.2	0.92	0.5	0.20	1.3	0.00	-0.11
147	Walker Kessler	PF,C	UTA	7	25.7	0.683	3.7	5.4	1.49	0.455	1.4	3.1	-2.94	0.0	-1.33	8.9	-0.46	8.4	1.33	0.7	-0.75	0.3	-0.73	1.7	2.66	0.7	0.62	-0.11
148	Jalen Green	SG	HOU	7	34.4	0.437	6.9	15.7	-0.70	0.776	4.4	5.7	-0.07	3.0	1.51	21.1	1.10	4.9	0.07	2.7	0.19	0.7	0.00	0.0	-0.82	2.7	-1.45	-0.16
149	Caleb Martin	SF,PF	MIA	3	26.0	0.422	2.7	6.3	-0.42	0.493	0.3	0.7	-0.56	1.3	-0.07	7.0	-0.70	6.0	0.47	2.0	-0.14	0.7	0.00	0.7	0.61	0.7	0.62	-0.18
150	Kenrich Williams	SF,PF	OKL	6	22.9	0.571	3.3	5.8	0.75	0.602	0.5	0.8	-0.43	0.7	-0.69	7.8	-0.60	5.8	0.39	1.3	-0.47	0.7	0.00	0.5	0.20	0.7	0.62	-0.22
151	Jordan Poole	PG,SG	GSW	7	32.3	0.453	9.6	21.1	-0.50	0.881	7.4	8.4	2.47	2.7	1.24	29.3	2.14	2.4	-0.83	3.4	0.52	0.4	-0.55	0.0	-0.82	5.1	-3.93	-0.25
152	Russell Westbrook	PG	LAL	6	27.1	0.443	5.8	13.2	-0.49	0.590	1.7	2.8	-1.55	1.2	-0.22	14.5	0.26	7.3	0.93	8.5	2.91	0.5	-0.37	0.5	0.20	3.2	-1.96	-0.28
153	Yuta Watanabe	SF,PF	BRO	6	21.7	0.500	2.5	5.0	0.18	0.746	0.5	0.7	-0.07	1.3	-0.07	6.8	-0.73	2.5	-0.79	0.8	-0.70	1.2	0.92	0.3	-0.20	0.3	1.03	-0.43
154	Nick Richards	C	CHA	5	15.0	0.708	3.4	4.8	1.47	0.625	1.0	1.6	-0.72	0.0	-1.33	7.8	-0.60	4.6	-0.04	0.6	-0.80	0.6	-0.18	0.8	0.82	0.4	0.93	-0.44
155	Patrick Williams	PF	CHI	8	33.9	0.422	3.8	8.9	-0.57	0.794	0.5	0.6	0.02	1.3	-0.14	9.3	-0.41	4.5	-0.07	1.9	-0.19	0.6	-0.18	0.8	0.82	1.1	0.21	-0.51
156	Jalen Smith	PF,C	IND	7	15.6	0.591	3.3	5.6	0.86	1.000	0.6	0.6	0.36	0.6	-0.79	7.7	-0.61	4.9	0.07	0.3	-0.94	0.4	-0.55	0.9	1.02	1.3	0.00	-0.58
157	Marvin Bagley	PF,C	DET	6	19.8	0.499	3.8	7.7	0.27	0.813	2.2	2.7	0.25	0.3	-1.01	10.2	-0.29	6.0	0.47	0.5	-0.85	0.0	-1.28	0.8	0.82	0.3	1.03	-0.59
158	RJ Barrett	SG,SF	NYK	6	33.8	0.495	8.2	16.5	0.52	0.734	3.7	5.0	-0.66	2.2	0.73	22.2	1.24	4.8	0.04	3.2	0.42	0.2	-0.92	0.2	-0.41	2.8	-1.55	-0.59
159	Delon Wright	PG,SG	WAS	4	16.4	0.308	1.0	3.3	-0.71	0.833	1.3	1.5	0.23	0.5	-0.85	3.8	-1.11	1.5	-1.15	4.3	0.94	1.8	2.02	0.0	-0.82	0.5	0.83	-0.62
160	Jock Landale	C	PHX	4	16.8	0.467	1.8	3.8	-0.04	0.875	3.5	4.0	1.10	0.8	-0.62	7.8	-0.60	5.0	0.11	1.3	-0.47	0.3	-0.73	0.3	-0.20	0.5	0.83	-0.63
161	Jarred Vanderbilt	PF,C	UTA	7	25.6	0.523	3.1	6.0	0.40	0.726	1.1	1.6	-0.24	0.4	-0.92	7.9	-0.59	7.1	0.86	2.7	0.19	0.9	0.37	0.1	-0.61	1.4	-0.10	-0.65
162	Jalen Brunson	PG,SG	NYK	5	35.5	0.419	7.2	17.2	-1.17	0.722	2.6	3.6	-0.60	1.6	0.19	18.6	0.78	3.0	-0.61	8.0	2.68	0.6	-0.18	0.0	-0.82	2.2	-0.93	-0.67
163	Isaiah Stewart	C	DET	8	28.7	0.419	3.9	9.3	-0.63	0.789	1.4	1.8	0.04	1.3	-0.14	10.4	-0.27	5.8	0.39	1.0	-0.61	0.8	0.18	0.6	0.41	1.4	-0.10	-0.72
164	Luke Kennard	SG,SF	LAC	6	22.1	0.400	2.3	5.8	-0.55	1.000	0.8	0.8	0.53	2.0	0.57	7.5	-0.64	2.5	-0.79	2.0	-0.14	0.5	-0.37	0.2	-0.41	0.3	1.03	-0.77
165	Bruce Brown	SG,SF,PF	DEN	6	26.7	0.533	4.2	7.8	0.62	0.573	0.7	1.2	-0.70	1.2	-0.22	10.2	-0.29	2.5	-0.79	2.5	0.09	0.5	-0.37	0.8	0.82	1.3	0.00	-0.84
166	Desmond Bane	SG,SF	MEM	5	26.5	0.329	4.6	14.0	-2.60	0.957	4.4	4.6	2.34	1.2	-0.19	14.8	0.29	4.0	-0.25	1.2	-0.52	0.8	0.18	0.4	0.00	1.4	-0.10	-0.84
167	Stanley Johnson	PF	UTA	7	16.6	0.607	2.9	4.7	0.82	0.637	1.0	1.6	-0.65	0.9	-0.51	7.6	-0.62	3.3	-0.50	2.1	-0.09	0.7	0.00	0.6	0.41	1.0	0.31	-0.84
168	Bobby Portis	PF,C	MIL	6	25.0	0.452	4.7	10.3	-0.26	0.807	0.7	0.8	0.07	1.0	-0.38	11.0	-0.19	9.3	1.65	0.8	-0.70	0.3	-0.73	0.0	-0.82	0.8	0.52	-0.85
169	Dwight Powell	C	DAL	6	20.8	0.850	2.8	3.3	1.63	0.691	1.5	2.2	-0.56	0.0	-1.33	7.2	-0.68	4.2	-0.18	1.2	-0.52	0.5	-0.37	0.7	0.61	0.8	0.52	-0.86
170	Joe Harris	SG,SF	BRO	2	18.7	0.556	2.5	4.5	0.48	0.000	0.0	0.0	0.00	2.0	0.57	7.0	-0.70	0.5	-1.51	1.5	-0.38	0.5	-0.37	0.5	0.20	0.5	0.83	-0.87
171	John Konchar	SG,SF	MEM	6	19.3	0.400	1.7	4.2	-0.40	0.660	0.3	0.5	-0.17	0.5	-0.85	4.2	-1.06	3.2	-0.54	1.8	-0.23	1.3	1.10	0.5	0.20	0.3	1.03	-0.92
172	Admiral Schofield	SF,PF	ORL	5	16.6	0.520	2.6	5.0	0.31	0.800	1.6	2.0	0.12	1.0	-0.38	7.8	-0.60	3.6	-0.39	1.2	-0.52	0.6	-0.18	0.2	-0.41	0.2	1.14	-0.92
173	Saddiq Bey	SF,PF	DET	8	24.8	0.393	3.9	9.9	-1.01	0.769	2.5	3.3	-0.10	2.0	0.57	12.3	-0.03	4.3	-0.14	1.1	-0.56	0.8	0.18	0.3	-0.20	1.0	0.31	-0.99
174	Ben Simmons	PG,SG,PF	BRO	6	25.1	0.553	3.5	6.3	0.66	0.000	0.0	1.2	-2.63	0.0	-1.33	7.0	-0.70	6.7	0.72	6.0	1.74	1.3	1.10	0.2	-0.41	1.5	-0.21	-1.06
175	Gordon Hayward	SF,PF	CHA	8	34.4	0.416	4.6	11.1	-0.80	0.847	1.4	1.6	0.31	0.8	-0.62	11.4	-0.14	6.1	0.50	3.3	0.47	1.0	0.55	0.0	-0.82	1.8	-0.52	-1.06
176	Coby White	PG,SG	CHI	8	20.2	0.449	2.8	6.1	-0.19	0.857	1.5	1.8	0.39	1.8	0.33	8.8	-0.47	2.1	-0.93	1.6	-0.33	1.0	0.55	0.0	-0.82	0.9	0.41	-1.06
177	Vlatko Cancar	PF,C	DEN	5	17.1	0.800	2.4	3.0	1.27	1.000	0.4	0.4	0.25	1.8	0.38	7.0	-0.70	2.2	-0.90	2.0	-0.14	0.2	-0.92	0.2	-0.41	1.2	0.10	-1.06
178	Grant Williams	SF,PF	BOS	6	24.0	0.395	2.5	6.3	-0.64	0.820	1.5	1.8	0.21	1.7	0.26	8.2	-0.55	5.5	0.29	1.8	-0.23	0.7	0.00	0.2	-0.41	1.3	0.00	-1.08
179	George Hill	PG,SG	MIL	1	28.3	0.429	3.0	7.0	-0.40	1.000	2.0	2.0	1.27	0.0	-1.33	8.0	-0.57	1.0	-1.33	1.0	-0.61	2.0	2.38	0.0	-0.82	1.0	0.31	-1.09
180	Keegan Murray	SF,PF	SAC	6	27.9	0.404	3.5	8.7	-0.77	0.447	0.7	1.5	-1.44	2.3	0.88	10.0	-0.32	2.8	-0.68	1.0	-0.61	1.2	0.92	0.3	-0.20	0.2	1.14	-1.09
181	Max Strus	SG,SF	MIA	6	26.2	0.391	4.2	10.7	-1.12	0.660	0.3	0.5	-0.17	2.7	1.20	11.3	-0.15	3.0	-0.61	2.5	0.09	0.5	-0.37	0.0	-0.82	0.5	0.83	-1.12
182	Ayo Dosunmu	PG,SG	CHI	8	26.5	0.483	3.4	7.0	0.10	0.571	1.0	1.8	-1.05	0.9	-0.49	8.6	-0.50	3.3	-0.50	2.1	-0.09	1.3	1.10	0.4	0.00	1.0	0.31	-1.13
183	Bol Bol	PF,C	ORL	7	24.1	0.554	4.4	8.0	0.85	0.550	0.7	1.3	-0.85	0.4	-0.92	10.0	-0.32	5.9	0.43	0.0	-1.08	0.6	-0.18	0.9	1.02	1.4	-0.10	-1.15
184	Dennis Schroder	PG	LAL	8	29.7	0.483	5.1	10.6	0.15	0.840	2.0	2.4	0.41	1.5	0.09	13.8	0.17	2.8	-0.68	4.5	1.03	0.5	-0.37	0.0	-0.82	2.5	-1.24	-1.24
185	Anfernee Simons	PG,SG	POR	5	35.3	0.365	6.2	17.0	-2.35	0.857	1.2	1.4	0.31	3.4	1.89	17.0	0.57	3.0	-0.61	2.4	0.05	0.6	-0.18	0.4	0.00	2.2	-0.93	-1.25
186	Malcolm Brogdon	PG,SG	BOS	5	23.1	0.381	3.2	8.4	-0.99	0.813	2.6	3.2	0.30	1.2	-0.19	10.2	-0.29	4.4	-0.11	3.8	0.70	0.6	-0.18	0.2	-0.41	1.4	-0.10	-1.28
187	Naji Marshall	SG,SF	NOP	7	27.2	0.387	3.4	8.9	-0.98	0.834	2.9	3.4	0.53	1.4	0.03	11.1	-0.18	4.4	-0.11	2.6	0.14	0.7	0.00	0.1	-0.61	1.4	-0.10	-1.28
188	Anthony Lamb	SF,PF	GSW	7	20.2	0.468	2.1	4.6	-0.03	0.902	1.3	1.4	0.50	1.6	0.16	7.1	-0.69	2.6	-0.75	1.7	-0.28	0.7	0.00	0.1	-0.61	0.9	0.41	-1.29
189	Haywood Highsmith	PF	MIA	6	20.7	0.613	3.2	5.2	0.94	0.515	0.2	0.3	-0.25	0.8	-0.54	7.3	-0.66	1.7	-1.08	0.8	-0.70	1.3	1.10	0.3	-0.20	1.2	0.10	-1.29
190	Chris Boucher	PF,C	TOR	6	19.9	0.531	2.8	5.3	0.40	0.820	1.5	1.8	0.21	0.5	-0.85	7.7	-0.61	6.5	0.65	0.3	-0.94	0.5	-0.37	0.2	-0.41	0.7	0.62	-1.30
191	Evan Fournier	SG,SF	NYK	2	18.3	0.429	3.0	7.0	-0.40	1.000	2.0	2.0	1.27	1.5	0.09	9.5	-0.38	1.5	-1.15	0.5	-0.85	1.0	0.55	0.0	-0.82	1.0	0.31	-1.37
192	Jaylen Nowell	PG,SG	MIN	8	22.9	0.423	4.5	10.6	-0.67	0.779	0.9	1.1	0.00	1.1	-0.26	11.0	-0.19	2.9	-0.65	2.1	-0.09	0.9	0.37	0.1	-0.61	0.6	0.72	-1.38
193	John Wall	PG	LAC	4	19.2	0.500	3.5	7.0	0.25	0.000	0.0	0.0	0.00	1.8	0.33	8.8	-0.47	2.3	-0.86	3.5	0.56	1.0	0.55	0.3	-0.20	2.8	-1.55	-1.39
194	Cedi Osman	SG,SF	CLE	5	23.3	0.610	5.0	8.2	1.47	0.455	1.0	2.2	-2.07	1.8	0.38	12.8	0.04	1.4	-1.18	1.6	-0.33	0.8	0.18	0.2	-0.41	0.8	0.52	-1.40
195	Juan Toscano-Anderson	SF,PF	LAL	2	14.2	0.750	1.5	2.0	0.71	0.000	0.0	0.0	0.00	0.5	-0.85	3.5	-1.15	5.0	0.11	1.5	-0.38	0.5	-0.37	0.0	-0.82	0.0	1.34	-1.40
196	Luguentz Dort	SG,SF	OKL	6	30.7	0.422	4.5	10.7	-0.69	0.783	3.0	3.8	0.04	1.5	0.09	13.5	0.13	2.5	-0.79	1.3	-0.47	1.3	1.10	0.2	-0.41	1.7	-0.41	-1.41
197	Patty Mills	PG,SG	BRO	3	10.1	0.890	2.7	3.0	1.62	1.000	1.0	1.0	0.63	2.0	0.57	8.3	-0.54	0.3	-1.58	1.0	-0.61	0.3	-0.73	0.0	-0.82	1.3	0.00	-1.45
198	Tari Eason	SF,PF	HOU	7	20.1	0.431	2.7	6.3	-0.34	0.734	1.6	2.1	-0.29	1.1	-0.25	8.1	-0.56	5.4	0.25	0.7	-0.75	0.9	0.37	0.6	0.41	1.6	-0.31	-1.47
199	Gary Harris	SG,SF	ORL	3	20.3	0.600	3.0	5.0	0.83	1.000	1.3	1.3	0.84	1.0	-0.38	8.3	-0.54	2.0	-0.97	0.7	-0.75	0.3	-0.73	0.0	-0.82	0.3	1.03	-1.48
200	Trey Lyles	PF,C	SAC	6	17.4	0.515	2.8	5.5	0.30	0.493	0.3	0.7	-0.56	1.0	-0.38	7.0	-0.70	5.3	0.22	1.2	-0.52	0.5	-0.37	0.5	0.20	1.0	0.31	-1.49
201	Austin Rivers	SG,SF	MIN	8	28.5	0.551	3.4	6.1	0.63	0.667	0.5	0.8	-0.25	1.6	0.22	8.9	-0.46	2.8	-0.68	1.6	-0.33	0.5	-0.37	0.0	-0.82	0.8	0.52	-1.54
202	Malik Monk	SG	SAC	6	24.1	0.400	4.3	10.8	-1.01	0.875	3.5	4.0	1.10	1.2	-0.22	13.3	0.10	2.0	-0.97	3.8	0.70	0.7	0.00	0.2	-0.41	2.2	-0.93	-1.63
203	Jevon Carter	PG,SG	MIL	6	23.2	0.375	2.5	6.7	-0.85	1.000	0.7	0.7	0.43	1.2	-0.22	6.8	-0.73	3.8	-0.32	2.2	-0.05	1.0	0.55	0.5	0.20	2.0	-0.72	-1.70
204	Dillon Brooks	SG,SF	MEM	6	28.8	0.439	4.8	11.0	-0.46	0.868	2.2	2.5	0.63	1.3	-0.07	13.2	0.09	2.3	-0.86	2.3	0.00	0.8	0.18	0.0	-0.82	1.7	-0.41	-1.71
205	Kevon Looney	C	GSW	7	22.6	0.516	2.4	4.7	0.26	0.603	1.3	2.1	-1.09	0.0	-1.33	6.1	-0.82	8.7	1.44	2.7	0.19	0.1	-1.10	0.3	-0.20	0.4	0.93	-1.72
206	Paolo Banchero	SF,PF	ORL	7	31.7	0.390	6.3	16.1	-1.71	0.732	4.3	5.9	-0.81	1.7	0.29	18.6	0.78	6.3	0.57	3.7	0.66	1.0	0.55	0.4	0.00	3.3	-2.07	-1.73
207	Richaun Holmes	PF,C	SAC	4	12.6	0.600	1.5	2.5	0.40	1.000	0.8	0.8	0.48	0.0	-1.33	3.8	-1.11	3.3	-0.50	0.5	-0.85	0.3	-0.73	0.8	0.82	0.3	1.03	-1.79
208	Davion Mitchell	PG,SG	SAC	6	19.2	0.553	2.7	4.8	0.50	0.000	0.0	0.0	0.00	0.8	-0.54	6.2	-0.80	0.8	-1.40	3.3	0.47	0.8	0.18	0.0	-0.82	0.7	0.62	-1.79
209	Josh Richardson	SG,SF	SAS	5	20.2	0.366	3.0	8.2	-1.13	0.900	1.8	2.0	0.69	0.8	-0.57	8.6	-0.50	2.6	-0.75	3.2	0.42	1.0	0.55	0.0	-0.82	1.0	0.31	-1.79
210	Kelly Olynyk	PF,C	UTA	3	29.5	0.316	2.0	6.3	-1.29	0.764	4.3	5.7	-0.27	1.0	-0.38	9.3	-0.41	4.3	-0.14	3.0	0.33	1.0	0.55	1.0	1.23	2.7	-1.45	-1.83
211	Tyus Jones	PG	MEM	6	19.8	0.379	1.8	4.8	-0.59	0.887	1.3	1.5	0.46	0.5	-0.85	5.5	-0.89	2.3	-0.86	4.2	0.89	0.7	0.00	0.0	-0.82	0.5	0.83	-1.84
212	Kenyon Martin Jr	SF,PF	HOU	7	23.9	0.580	4.1	7.1	1.00	0.667	1.1	1.7	-0.56	0.9	-0.51	10.3	-0.28	4.0	-0.25	1.4	-0.42	0.7	0.00	0.0	-0.82	1.3	0.00	-1.84
213	Malaki Branham	SG,SF	SAS	7	21.2	0.563	3.9	6.9	0.81	0.826	0.7	0.9	0.11	1.1	-0.25	9.6	-0.37	1.6	-1.11	1.6	-0.33	0.7	0.00	0.1	-0.61	1.4	-0.10	-1.85
214	Andrew Nembhard	PG,SG	IND	7	29.7	0.439	2.6	5.9	-0.26	0.000	0.0	0.0	0.00	0.7	-0.65	5.9	-0.84	3.7	-0.36	3.4	0.52	1.0	0.55	0.3	-0.20	1.9	-0.62	-1.87
215	Isaiah Joe	PG,SG	OKL	6	16.7	0.428	2.0	4.7	-0.27	0.515	0.2	0.3	-0.25	1.5	0.09	5.7	-0.87	1.8	-1.04	0.8	-0.70	1.0	0.55	0.0	-0.82	0.0	1.34	-1.97
216	Andre Drummond	C	CHI	7	15.0	0.617	2.3	3.7	0.69	0.645	1.3	2.0	-0.78	0.0	-1.33	5.9	-0.84	7.1	0.86	0.4	-0.89	0.7	0.00	0.4	0.00	1.0	0.31	-1.98
217	Jalen Johnson	PF,C	ATL	6	15.0	0.449	2.2	4.8	-0.15	0.732	1.8	2.5	-0.35	0.3	-1.01	6.5	-0.77	4.5	-0.07	1.2	-0.52	0.5	-0.37	0.5	0.20	0.3	1.03	-1.99
218	Javonte Green	SG,SF	CHI	3	15.2	0.625	1.7	2.7	0.52	0.749	2.0	2.7	-0.24	0.3	-1.01	5.7	-0.87	1.7	-1.08	1.3	-0.47	0.3	-0.73	1.0	1.23	0.7	0.62	-2.03
219	Damion Lee	SG,SF	PHX	7	25.7	0.489	3.0	6.1	0.13	0.935	2.0	2.1	0.95	2.1	0.70	10.1	-0.31	4.0	-0.25	1.3	-0.47	0.0	-1.28	0.0	-0.82	2.0	-0.72	-2.07
220	Duncan Robinson	SG,SF	MIA	5	21.4	0.432	3.2	7.4	-0.38	0.750	0.6	0.8	-0.07	2.6	1.14	9.6	-0.37	1.8	-1.04	0.8	-0.70	0.4	-0.55	0.0	-0.82	0.6	0.72	-2.08
221	Austin Reaves	SG,SF	LAL	6	27.2	0.405	3.2	7.8	-0.68	0.873	2.3	2.7	0.71	1.5	0.09	10.2	-0.29	2.3	-0.86	1.8	-0.23	0.7	0.00	0.5	0.20	2.3	-1.03	-2.09
222	Duane Washington Jr	PG	PHX	5	17.1	0.424	5.6	13.2	-0.81	0.571	0.8	1.4	-0.84	2.2	0.76	14.2	0.22	2.6	-0.75	4.0	0.80	0.4	-0.55	0.0	-0.82	1.4	-0.10	-2.10
223	Malik Beasley	SG,SF	UTA	7	24.0	0.362	4.9	13.4	-1.91	0.775	1.0	1.3	-0.02	2.3	0.84	13.0	0.06	3.3	-0.50	1.4	-0.42	0.6	-0.18	0.1	-0.61	0.7	0.62	-2.13
224	Damian Jones	C	LAL	4	11.6	0.600	1.5	2.5	0.40	0.667	1.0	1.5	-0.49	0.0	-1.33	4.0	-1.08	3.3	-0.50	0.0	-1.08	0.5	-0.37	1.0	1.23	0.3	1.03	-2.19
225	Doug McDermott	PF	SAS	6	18.8	0.444	4.0	9.0	-0.32	1.000	0.8	0.8	0.53	2.0	0.57	10.8	-0.22	2.8	-0.68	1.7	-0.28	0.0	-1.28	0.0	-0.82	1.0	0.31	-2.20
226	Taj Gibson	PF,C	WAS	6	14.1	0.714	2.5	3.5	1.09	0.670	0.7	1.0	-0.32	0.0	-1.33	5.7	-0.87	2.2	-0.90	1.0	-0.61	0.7	0.00	0.5	0.20	0.8	0.52	-2.20
