PLAYER	POS	TEAM	GP	MPG	FG%	FGM	FGA	zFG%	FT%	FTM	FTA	zFT%	3PM	z3PM	PTS	zPTS	REB	zREB	AST	zAST	STL	zSTL	BLK	zBLK	TO	zTO	TOTAL
338	Terrence Ross	SG,SF	ORL	6	19.2	0.386	2.8	7.3	-0.82	0.746	0.5	0.7	-0.07	0.3	-1.01	6.5	-0.77	0.8	-1.40	1.3	-0.47	0.3	-0.73	0.0	-0.82	0.3	1.03	-5.05
339	Robin Lopez	C	CLE	3	9.0	0.625	1.7	2.7	0.52	0.000	0.0	0.0	0.00	0.3	-1.01	3.7	-1.12	2.7	-0.72	0.3	-0.94	0.0	-1.28	0.0	-0.82	1.0	0.31	-5.06
340	Joe Ingles	SF,PF	MIL	6	18.7	0.323	1.8	5.7	-1.11	1.000	0.5	0.5	0.32	1.3	-0.07	5.5	-0.89	2.0	-0.97	2.8	0.23	0.3	-0.73	0.0	-0.82	2.3	-1.03	-5.07
341	Max Christie	SG	LAL	7	13.9	0.301	0.9	2.9	-0.65	1.000	0.3	0.3	0.18	0.6	-0.79	2.6	-1.26	2.1	-0.93	0.6	-0.80	0.0	-1.28	0.1	-0.61	0.3	1.03	-5.11
342	Garrett Temple	SG,SF	NOP	2	10.4	0.000	0.0	1.5	-0.94	0.000	0.0	0.0	0.00	0.0	-1.33	0.0	-1.59	0.5	-1.51	0.5	-0.85	1.0	0.55	0.0	-0.82	0.0	1.34	-5.14
343	David Roddy	SF,PF	MEM	4	15.8	0.350	1.8	5.0	-0.80	0.250	0.3	1.0	-1.53	0.5	-0.85	4.3	-1.05	1.3	-1.22	0.5	-0.85	1.3	1.10	0.5	0.20	1.5	-0.21	-5.20
344	Neemias Queta	C	SAC	3	7.4	0.749	2.0	2.7	0.95	0.000	0.0	0.7	-1.51	0.0	-1.33	4.0	-1.08	2.7	-0.72	0.0	-1.08	0.0	-1.28	0.3	-0.20	0.3	1.03	-5.22
345	Bruno Fernando	C	HOU	7	10.5	0.402	0.9	2.1	-0.21	0.601	0.9	1.4	-0.74	0.0	-1.33	2.6	-1.26	2.4	-0.83	0.4	-0.89	0.1	-1.10	0.6	0.41	0.6	0.72	-5.22
346	Vernon Carey Jr	C	WAS	1	2.0	0.000	0.0	0.0	-0.02	0.000	0.0	0.0	0.00	0.0	-1.33	0.0	-1.59	2.0	-0.97	1.0	-0.61	0.0	-1.28	0.0	-0.82	0.0	1.34	-5.28
347	TyTy Washington Jr	PG	HOU	6	11.7	0.313	1.7	5.3	-1.11	0.493	0.3	0.7	-0.56	0.5	-0.85	4.2	-1.06	1.5	-1.15	1.2	-0.52	0.5	-0.37	0.0	-0.82	0.2	1.14	-5.29
348	Trent Forrest	SG	ATL	2	7.4	0.500	1.0	2.0	0.06	0.000	0.0	0.0	0.00	0.0	-1.33	2.0	-1.34	1.0	-1.33	1.0	-0.61	0.0	-1.28	0.0	-0.82	0.0	1.34	-5.30
349	Wendell Moore Jr	SF	MIN	4	3.0	0.750	0.8	1.0	0.35	0.000	0.0	0.0	0.00	0.0	-1.33	1.5	-1.40	0.8	-1.40	0.0	-1.08	0.0	-1.28	0.3	-0.20	0.3	1.03	-5.32
350	Xavier Tillman	PF,C	MEM	4	3.8	1.000	1.8	1.8	1.19	0.000	0.0	0.5	-1.13	0.3	-1.09	3.8	-1.11	1.8	-1.04	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.3	1.03	-5.33
351	Kai Jones	PF,C	CHA	3	3.4	1.000	0.7	0.7	0.44	1.000	0.3	0.3	0.21	0.0	-1.33	1.7	-1.38	0.0	-1.69	0.0	-1.08	0.3	-0.73	0.0	-0.82	0.3	1.03	-5.34
352	Furkan Korkmaz	SG,SF	PHI	4	7.5	0.429	0.8	1.8	-0.11	0.000	0.0	0.5	-1.13	0.3	-1.09	1.8	-1.36	1.3	-1.22	0.8	-0.70	0.5	-0.37	0.3	-0.20	0.5	0.83	-5.36
353	Dewayne Dedmon	C	MIA	1	10.0	0.500	1.0	2.0	0.06	0.500	1.0	2.0	-1.62	0.0	-1.33	3.0	-1.21	4.0	-0.25	0.0	-1.08	1.0	0.55	0.0	-0.82	1.0	0.31	-5.38
354	Dario Saric	PF,C	PHX	5	6.9	0.357	1.0	2.8	-0.43	1.000	1.0	1.0	0.63	0.4	-0.95	3.4	-1.16	1.0	-1.33	0.6	-0.80	0.0	-1.28	0.0	-0.82	0.6	0.72	-5.41
355	Jaden Springer	SG,SF	PHI	1	3.9	0.500	1.0	2.0	0.06	0.000	0.0	0.0	0.00	0.0	-1.33	2.0	-1.34	2.0	-0.97	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-5.41
356	Eric Gordon	SG,SF	HOU	5	30.0	0.304	2.8	9.2	-2.00	0.636	1.4	2.2	-0.91	1.2	-0.19	8.2	-0.55	2.0	-0.97	2.4	0.05	0.4	-0.55	0.2	-0.41	1.2	0.10	-5.43
357	Jabari Walker	PF	POR	2	7.2	0.250	0.5	2.0	-0.59	0.000	0.0	0.0	0.00	0.0	-1.33	1.0	-1.47	3.0	-0.61	0.0	-1.08	0.5	-0.37	0.0	-0.82	0.5	0.83	-5.43
358	Ryan Arcidiacono	PG,SG	NYK	2	2.8	1.000	0.5	0.5	0.33	0.000	0.0	0.0	0.00	0.5	-0.85	1.5	-1.40	0.0	-1.69	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-5.46
359	Terry Taylor	SF,PF	IND	2	4.6	0.667	1.0	1.5	0.36	0.000	0.0	0.0	0.00	0.0	-1.33	2.0	-1.34	1.0	-1.33	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-5.47
360	Tyrese Maxey	PG,SG	PHI	1	18.7	0.400	4.0	10.0	-0.93	0.000	0.0	0.0	0.00	1.0	-0.38	9.0	-0.45	1.0	-1.33	1.0	-0.61	0.0	-1.28	0.0	-0.82	1.0	0.31	-5.49
361	Oshae Brissett	SF,PF	IND	7	14.1	0.482	1.9	3.9	0.04	0.528	1.4	2.7	-1.97	0.6	-0.79	5.7	-0.87	3.4	-0.47	0.7	-0.75	0.4	-0.55	0.0	-0.82	0.7	0.62	-5.55
362	Lindy Waters	SG,SF	OKL	4	7.9	0.222	0.5	2.3	-0.75	0.667	0.5	0.8	-0.25	0.5	-0.85	2.0	-1.34	1.0	-1.33	1.0	-0.61	0.0	-1.28	0.3	-0.20	0.3	1.03	-5.58
363	James Johnson	PF,C	IND	2	4.6	0.333	0.5	1.5	-0.29	0.000	0.0	0.0	0.00	0.0	-1.33	1.0	-1.47	0.0	-1.69	0.0	-1.08	0.0	-1.28	0.5	0.20	0.0	1.34	-5.58
364	JT Thor	SF,PF	CHA	6	11.9	0.356	0.8	2.3	-0.36	0.493	0.3	0.7	-0.56	0.2	-1.16	2.2	-1.31	1.2	-1.26	0.5	-0.85	0.2	-0.92	0.3	-0.20	0.3	1.03	-5.59
365	Khem Birch	C	TOR	4	9.7	0.500	0.5	1.0	0.02	0.000	0.0	0.0	0.00	0.0	-1.33	1.0	-1.47	1.8	-1.04	0.5	-0.85	0.0	-1.28	0.3	-0.20	0.8	0.52	-5.63
366	Amir Coffey	SG,SF	LAC	3	2.4	1.000	0.3	0.3	0.21	0.000	0.0	0.0	0.00	0.0	-1.33	0.7	-1.50	0.3	-1.58	0.7	-0.75	0.0	-1.28	0.0	-0.82	0.0	1.34	-5.71
367	Charles Bassey	PF,C	SAS	4	4.6	0.333	0.3	0.8	-0.15	1.000	0.5	0.5	0.32	0.0	-1.33	1.0	-1.47	2.0	-0.97	0.0	-1.08	0.3	-0.73	0.0	-0.82	0.8	0.52	-5.71
368	Tyrese Martin	SG,SF	ATL	2	3.4	0.500	0.5	1.0	0.02	1.000	1.0	1.0	0.63	0.0	-1.33	2.0	-1.34	0.5	-1.51	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.5	0.83	-5.87
369	Ishmael Smith	PG	DEN	3	6.4	0.335	0.7	2.0	-0.37	0.000	0.0	0.0	0.00	0.0	-1.33	1.3	-1.43	0.3	-1.58	1.7	-0.28	0.3	-0.73	0.0	-0.82	0.7	0.62	-5.92
370	JaVale McGee	C	DAL	4	4.8	0.625	1.3	2.0	0.38	0.500	0.3	0.5	-0.40	0.0	-1.33	2.8	-1.24	1.0	-1.33	0.3	-0.94	0.0	-1.28	0.0	-0.82	0.3	1.03	-5.92
371	Payton Pritchard	PG	BOS	5	6.2	0.333	0.6	1.8	-0.34	0.000	0.0	0.0	0.00	0.2	-1.14	1.4	-1.42	0.6	-1.47	1.0	-0.61	0.0	-1.28	0.0	-0.82	0.2	1.14	-5.94
372	Johnny Davis	SG,SF	WAS	2	2.6	0.500	0.5	1.0	0.02	0.000	0.0	0.0	0.00	0.0	-1.33	1.0	-1.47	1.0	-1.33	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-5.94
373	Ryan Rollins	SG	GSW	3	5.3	0.330	0.3	1.0	-0.20	1.000	0.7	0.7	0.43	0.0	-1.33	1.3	-1.43	0.3	-1.58	1.0	-0.61	0.3	-0.73	0.0	-0.82	1.0	0.31	-5.96
374	Justin Jackson	SF,PF	BOS	2	1.9	1.000	0.5	0.5	0.33	0.000	0.0	0.0	0.00	0.5	-0.85	1.5	-1.40	0.0	-1.69	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.5	0.83	-5.97
375	Micah Potter	SF	UTA	1	2.7	0.000	0.0	0.0	-0.02	0.000	0.0	0.0	0.00	0.0	-1.33	0.0	-1.59	0.0	-1.69	1.0	-0.61	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.00
376	Simone Fontecchio	SF	UTA	4	5.8	0.111	0.3	2.3	-1.07	0.000	0.0	0.0	0.00	0.3	-1.09	0.8	-1.49	0.0	-1.69	0.0	-1.08	0.3	-0.73	0.3	-0.20	0.0	1.34	-6.02
377	Daishen Nix	SG	HOU	5	10.5	0.313	1.0	3.2	-0.68	0.250	0.2	0.8	-1.22	0.6	-0.76	2.8	-1.24	0.8	-1.40	2.6	0.14	0.6	-0.18	0.0	-0.82	1.2	0.10	-6.05
378	Cameron Thomas	SG,SF	BRO	3	5.0	0.504	0.7	1.3	0.04	0.000	0.0	0.0	0.00	0.3	-1.01	1.7	-1.38	1.0	-1.33	1.0	-0.61	0.0	-1.28	0.0	-0.82	1.0	0.31	-6.08
379	Chimezie Metu	PF,C	SAC	1	2.9	0.000	0.0	0.0	-0.02	0.000	0.0	0.0	0.00	0.0	-1.33	0.0	-1.59	1.0	-1.33	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.11
380	Vít Krejcí	PG,SG,SF,PF	ATL	2	3.4	0.500	0.5	1.0	0.02	0.000	0.0	0.0	0.00	0.0	-1.33	1.0	-1.47	0.5	-1.51	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.12
381	Nerlens Noel	C	DET	1	0.6	0.000	0.0	0.0	-0.02	0.500	1.0	2.0	-1.62	0.0	-1.33	1.0	-1.47	0.0	-1.69	0.0	-1.08	1.0	0.55	0.0	-0.82	0.0	1.34	-6.12
382	Devin Booker	SG,SF	PHX	1	4.3	0.500	1.0	2.0	0.06	0.000	0.0	0.0	0.00	0.0	-1.33	2.0	-1.34	0.0	-1.69	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.13
383	Alex Len	C	SAC	1	13.9	0.000	0.0	1.0	-0.63	1.000	2.0	2.0	1.27	0.0	-1.33	2.0	-1.34	4.0	-0.25	0.0	-1.08	0.0	-1.28	0.0	-0.82	2.0	-0.72	-6.18
384	Frank Kaminsky	C	ATL	4	4.9	0.500	0.5	1.0	0.02	0.000	0.0	0.0	0.00	0.0	-1.33	1.0	-1.47	0.5	-1.51	0.5	-0.85	0.0	-1.28	0.0	-0.82	0.3	1.03	-6.20
385	Kennedy Chandler	PG	MEM	3	3.5	0.670	0.7	1.0	0.24	0.493	0.3	0.7	-0.56	0.0	-1.33	1.7	-1.38	0.3	-1.58	0.3	-0.94	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.30
386	Will Barton	SG,SF	WAS	4	13.4	0.278	1.3	4.5	-1.15	0.500	0.3	0.5	-0.40	1.0	-0.38	3.8	-1.11	1.0	-1.33	1.3	-0.47	0.0	-1.28	0.3	-0.20	1.3	0.00	-6.33
387	Jaden Hardy	PG	DAL	2	6.8	0.250	0.5	2.0	-0.59	0.000	0.0	0.0	0.00	0.5	-0.85	1.5	-1.40	1.5	-1.15	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.5	0.83	-6.35
388	Isaiah Roby	PF,C	SAS	4	3.2	0.333	0.3	0.8	-0.15	0.000	0.0	0.0	0.00	0.0	-1.33	0.5	-1.53	0.5	-1.51	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.36
389	Josh Minott	PF	MIN	3	1.3	0.493	0.3	0.7	0.00	0.000	0.0	0.0	0.00	0.0	-1.33	0.7	-1.50	0.0	-1.69	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.36
390	Ochai Agbaji	SG,SF	UTA	3	3.9	0.198	0.3	1.7	-0.61	0.000	0.0	0.0	0.00	0.3	-1.01	1.0	-1.47	0.3	-1.58	0.3	-0.94	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.37
391	Chris Duarte	SG,SF	IND	7	15.7	0.266	1.7	6.4	-1.73	0.408	0.3	0.7	-0.76	0.7	-0.65	4.4	-1.03	2.1	-0.93	1.6	-0.33	0.3	-0.73	0.0	-0.82	0.7	0.62	-6.37
392	Dalen Terry	SG,SF	CHI	3	5.3	0.000	0.0	0.3	-0.22	0.000	0.0	0.0	0.00	0.0	-1.33	0.0	-1.59	0.7	-1.44	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.42
393	Anthony Gill	PF,C	WAS	3	2.5	1.000	0.3	0.3	0.21	0.493	0.3	0.7	-0.56	0.0	-1.33	1.0	-1.47	0.3	-1.58	0.3	-0.94	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.42
394	Greg Brown	PF	POR	1	0.4	0.000	0.0	0.0	-0.02	0.000	0.0	0.0	0.00	0.0	-1.33	0.0	-1.59	0.0	-1.69	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.47
395	Noah Vonleh	PF,C	BOS	2	1.9	0.000	0.0	0.0	-0.02	0.000	0.0	0.0	0.00	0.0	-1.33	0.0	-1.59	0.0	-1.69	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.47
396	Matthew Dellavedova	PG,SG	SAC	1	1.7	0.000	0.0	0.0	-0.02	0.000	0.0	0.0	0.00	0.0	-1.33	0.0	-1.59	0.0	-1.69	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.47
397	Talen Horton-Tucker	SG,SF	UTA	3	6.6	0.251	0.7	2.7	-0.78	1.000	0.7	0.7	0.43	0.0	-1.33	2.0	-1.34	0.3	-1.58	0.3	-0.94	0.3	-0.73	0.0	-0.82	0.7	0.62	-6.47
398	Jake LaRavia	SF,PF	MEM	4	3.8	0.000	0.0	0.3	-0.17	0.500	0.3	0.5	-0.40	0.0	-1.33	0.3	-1.56	0.3	-1.58	0.3	-0.94	0.0	-1.28	0.0	-0.82	0.0	1.34	-6.74
399	Eugene Omoruyi	SG	OKL	4	5.5	0.429	0.8	1.8	-0.11	0.667	0.5	0.8	-0.25	0.0	-1.33	2.0	-1.34	1.8	-1.04	0.3	-0.94	0.0	-1.28	0.0	-0.82	1.0	0.31	-6.80
400	Sandro Mamukelashvili	PF,C	MIL	2	4.0	0.000	0.0	2.0	-1.24	0.000	0.0	0.0	0.00	0.0	-1.33	0.0	-1.59	1.0	-1.33	0.0	-1.08	0.0	-1.28	0.5	0.20	0.5	0.83	-6.83
401	Jaylin Williams	PF,C	OKL	2	21.1	0.000	0.0	3.5	-2.16	0.500	0.5	1.0	-0.81	0.0	-1.33	0.5	-1.53	7.0	0.83	1.0	-0.61	0.0	-1.28	0.5	0.20	1.5	-0.21	-6.90
402	Mamadi Diakite	PF,C	CLE	1	2.9	0.000	0.0	1.0	-0.63	0.000	0.0	0.0	0.00	0.0	-1.33	0.0	-1.59	0.0	-1.69	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-7.08
403	Tony Bradley	C	CHI	1	2.2	0.000	0.0	1.0	-0.63	0.000	0.0	0.0	0.00	0.0	-1.33	0.0	-1.59	0.0	-1.69	0.0	-1.08	0.0	-1.28	0.0	-0.82	0.0	1.34	-7.08
404	Lamar Stevens	SG,SF	CLE	4	19.7	0.333	2.3	6.8	-1.22	0.000	0.0	1.3	-2.81	0.8	-0.62	5.3	-0.92	3.8	-0.32	1.3	-0.47	0.3	-0.73	0.5	0.20	1.5	-0.21	-7.10
405	Derrick Rose	PG	NYK	4	11.8	0.353	1.5	4.3	-0.67	0.500	0.3	0.5	-0.40	0.3	-1.09	3.5	-1.15	0.8	-1.40	1.0	-0.61	0.0	-1.28	0.0	-0.82	1.0	0.31	-7.11
406	R.J. Hampton	PG,SG	ORL	3	3.3	0.000	0.0	0.7	-0.43	0.493	0.3	0.7	-0.56	0.0	-1.33	0.3	-1.56	0.3	-1.58	0.3	-0.94	0.0	-1.28	0.0	-0.82	0.0	1.34	-7.15
407	Jeff Green	PF,C	DEN	3	19.9	0.501	2.7	5.3	0.20	0.333	1.0	3.0	-3.87	0.0	-1.33	6.3	-0.79	2.3	-0.86	0.3	-0.94	0.7	0.00	0.3	-0.20	0.7	0.62	-7.17
408	Josh Christopher	SG	HOU	3	5.0	0.000	0.0	1.3	-0.83	0.493	0.3	0.7	-0.56	0.0	-1.33	0.3	-1.56	0.3	-1.58	0.7	-0.75	0.0	-1.28	0.0	-0.82	0.0	1.34	-7.36
409	Leandro Bolmaro	SG,SF	UTA	3	3.9	0.198	0.3	1.7	-0.61	0.000	0.0	0.0	0.00	0.0	-1.33	0.7	-1.50	0.3	-1.58	0.0	-1.08	0.0	-1.28	0.0	-0.82	1.3	0.00	-8.20
410	Dalano Banton	PG,SG	TOR	1	12.8	0.333	2.0	6.0	-1.09	0.000	0.0	1.0	-2.25	0.0	-1.33	4.0	-1.08	0.0	-1.69	2.0	-0.14	0.0	-1.28	0.0	-0.82	0.0	1.34	-8.34
411	Darius Bazley	SF,PF	OKL	3	13.3	0.498	1.3	2.7	0.08	0.375	1.0	2.7	-3.12	0.7	-0.69	4.3	-1.05	1.7	-1.08	0.0	-1.08	0.0	-1.28	0.3	-0.20	1.3	0.00	-8.43
